feature,x_value,shap_value
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,2,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,2,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,2,0.0
Fer_Count,1,0.0
Fer_Count,2,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,2,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,3,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,3,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,2,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,3,0.0
Fer_Count,3,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,3,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
Fer_Count,1,0.0
